CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68
C,D,B,B,B,C,D,D,E,A,A,A,E,D,B,B,B,C,A,C,A,A,A,E,A,A,B,C,A,C,E,E,E,F,5,5,5,6,5,6,6,6,6,6,3,3,3,4,3,6,5,5,5,3,6,4,5,5,4,4,4,4,4,3,4,6,6,5,6,6,6,6,6,6,4,6
D,D,B,A,A,C,B,D,D,A,A,A,A,E,B,C,F,C,E,B,A,A,A,A,E,A,B,C,A,D,C,C,A,E,6,6,6,6,6,5,6,4,6,6,4,4,5,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,4,6,5,6,6,6,6,5,6,6
C,D,C,B,C,C,B,D,D,A,A,A,D,C,C,C,D,F,E,E,A,A,A,A,A,A,B,C,B,B,B,A,E,D,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
E,E,C,B,B,C,B,D,D,A,A,A,B,B,B,C,E,D,E,B,A,A,A,A,A,A,B,C,A,C,B,A,E,C,4,5,5,5,4,5,5,4,3,6,6,4,4,6,6,4,6,6,5,5,5,4,5,7,6,5,6,6,5,6,6,6,6,4,6,6,6,6,5,5,4,6
B,D,C,B,B,C,B,D,C,A,A,A,F,D,B,D,D,B,A,B,A,A,A,A,A,A,B,C,A,C,B,A,A,F,5,6,6,6,6,5,5,6,6,6,6,6,5,5,6,5,5,5,6,8,6,5,6,8,8,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,6
C,E,C,B,B,C,B,C,C,A,A,A,B,B,B,B,C,E,E,C,A,A,A,E,A,B,B,A,B,C,C,E,A,F,6,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,4,3,4,3,5,4,5,7,7,3,3,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4
B,D,C,B,B,C,A,C,C,A,A,A,B,D,B,D,E,C,E,J,A,A,A,A,B,A,B,C,A,B,C,E,E,C,5,3,4,4,4,4,4,5,3,5,4,4,4,3,6,5,6,6,3,4,5,3,5,6,4,3,3,4,5,5,6,6,6,6,6,6,6,6,6,4,4,4
E,E,A,D,D,D,D,D,C,B,A,A,C,D,C,B,F,F,E,B,A,A,A,A,A,A,B,B,A,B,B,A,A,C,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,8,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
B,D,C,B,B,C,A,C,C,A,A,A,F,D,B,D,F,D,E,B,A,A,A,A,A,B,A,C,A,C,C,E,E,I,5,3,2,3,5,5,5,5,6,5,4,4,2,6,6,2,4,4,6,3,5,5,5,7,5,2,2,5,5,6,4,6,6,6,6,6,6,6,6,4,2,6
C,C,C,B,B,C,B,D,B,A,A,A,B,E,C,B,D,C,D,B,A,A,A,A,A,A,B,C,A,D,B,E,E,C,5,5,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,8,5,5,5,7,4,5,5,6,6,6,5,6,6,6,6,5,5,5,5,5,5,6
.,.,.,.,.,.,.,.,.,A,A,A,E,D,B,B,E,B,A,B,A,B,A,A,B,A,B,K,A,E,B,E,B,C,4,7,2,4,4,6,3,5,4,7,2,3,5,3,8,4,6,6,8,4,5,4,5,7,7,3,5,6,3,8,5,6,4,3,5,4,5,4,6,7,6,3
C,D,C,B,B,C,A,C,D,A,A,A,C,E,B,E,E,C,E,I,A,A,A,A,A,B,A,B,A,C,B,E,C,C,4,5,5,4,5,5,5,5,5,5,5,6,6,6,6,4,6,5,6,8,5,6,6,8,8,8,8,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6
D,C,A,A,A,D,D,D,E,A,A,A,E,E,B,D,F,C,E,B,A,A,A,A,B,A,B,A,A,B,C,E,E,C,5,5,5,6,5,5,4,5,6,5,4,5,3,3,5,4,5,4,6,8,5,4,6,7,8,6,6,6,5,5,5,6,6,2,6,6,6,5,5,6,5,6
C,C,C,B,B,B,E,D,C,A,A,A,D,D,B,D,D,C,E,B,A,A,A,A,B,A,B,E,A,C,B,E,E,C,4,4,4,5,6,5,5,3,4,5,6,5,5,5,6,5,6,6,6,6,5,4,4,7,6,8,8,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,B,A,D,C,A,A,A,A,F,B,C,E,D,D,J,A,B,B,A,D,A,B,A,A,A,B,E,A,C,4,3,3,1,4,6,6,6,5,4,1,2,5,3,6,5,1,1,4,2,6,4,1,2,3,1,6,6,5,3,5,6,4,3,3,4,6,6,6,1,1,6
B,D,C,B,C,C,A,C,C,B,A,A,D,D,C,B,E,D,E,B,A,A,A,A,B,B,B,C,B,B,B,A,A,C,5,5,4,5,6,6,5,5,4,5,5,6,6,6,6,5,5,4,5,8,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,E,A,C,C,D,D,D,B,B,A,A,D,C,C,C,E,F,E,J,A,B,A,A,A,A,A,C,B,B,C,E,E,C,6,5,5,4,6,6,6,5,6,5,5,4,5,6,5,6,6,6,6,6,6,6,5,7,4,7,7,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6
B,C,B,A,A,D,C,D,D,A,A,A,D,B,B,D,D,E,E,C,A,A,A,A,A,B,B,A,A,C,C,A,E,H,5,4,4,5,5,5,4,4,4,5,5,5,5,8,6,5,6,6,5,8,5,5,5,7,6,8,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6
C,C,C,C,D,C,B,D,.,B,A,A,D,E,C,C,D,F,E,B,A,A,A,A,B,D,B,B,A,B,B,E,E,C,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,6,5,5,4,6,6,6,7,7,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,E,C,B,B,C,D,C,C,A,A,A,B,B,A,A,E,D,E,K,A,B,B,A,A,A,A,A,B,A,B,A,A,F,5,4,4,3,3,3,3,5,4,4,3,4,4,5,5,3,4,5,5,4,4,2,3,3,5,5,5,5,5,5,3,6,6,5,6,6,6,5,5,6,3,6
B,C,B,B,B,C,A,D,C,A,A,A,D,C,B,D,E,D,E,B,A,A,A,A,A,B,B,C,B,D,D,A,A,F,5,5,4,5,6,6,5,5,4,5,4,5,5,5,6,5,5,5,6,5,5,6,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,5,5
B,C,B,B,B,C,A,D,D,A,A,A,F,F,B,C,F,D,E,B,A,A,A,A,A,A,B,A,A,B,C,E,C,F,6,6,6,6,8,5,5,5,5,6,5,5,5,6,6,5,6,6,6,8,6,6,6,7,5,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6
B,C,C,A,B,B,A,D,C,A,A,A,D,C,B,C,B,C,E,C,A,A,A,A,A,A,B,A,B,D,C,E,E,H,6,6,6,5,5,3,6,6,6,6,5,5,5,5,6,5,8,6,6,8,6,5,5,7,6,5,5,6,6,5,6,6,6,5,6,6,6,6,6,8,8,6
D,D,B,B,C,C,D,C,D,A,A,A,D,E,B,B,C,C,E,E,A,A,A,A,B,B,B,C,A,A,E,E,H,C,3,4,8,5,4,5,5,7,5,5,8,8,8,3,6,5,6,6,6,8,5,5,3,7,6,2,5,6,8,4,5,6,6,3,5,5,5,5,5,8,5,5
C,D,B,D,C,D,B,D,B,B,C,A,D,D,C,E,E,E,E,J,A,A,A,A,A,A,A,B,B,B,A,E,A,I,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,A,E,D,C,A,A,A,D,D,D,A,C,C,D,B,A,A,A,A,A,B,B,A,A,B,B,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,A,B,C,B,D,B,A,A,A,C,C,B,F,C,B,A,B,A,A,A,A,A,A,B,C,B,E,D,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,C,C,B,B,D,C,A,A,A,E,D,D,A,B,B,B,C,A,B,A,A,A,A,C,A,A,D,E,E,E,H,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6
C,C,B,A,A,B,B,D,B,B,A,A,F,E,C,E,E,C,E,I,A,A,A,F,D,A,B,C,A,E,D,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
B,C,C,B,C,C,D,D,D,A,A,A,C,D,A,A,B,D,D,E,A,A,F,A,A,A,E,G,B,B,B,E,A,C,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,6,6,6,6,5,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6
C,D,B,B,B,C,B,D,B,A,A,A,C,D,D,A,E,C,E,B,A,A,A,A,A,A,B,A,B,C,D,E,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,A,A,C,E,D,D,A,A,A,D,C,B,E,C,C,A,E,A,A,A,A,A,A,F,G,A,B,B,D,A,C,5,4,5,6,5,5,5,5,5,6,6,5,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,5,6
B,C,D,B,C,A,D,D,B,A,A,A,E,F,B,C,G,C,A,B,A,A,A,A,B,A,A,G,A,D,C,D,E,I,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
D,D,C,C,B,B,B,D,C,C,A,A,B,B,A,A,D,D,E,B,A,A,A,A,E,A,A,A,A,A,D,A,A,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,C,C,B,B,C,B,D,B,A,A,A,D,C,B,D,B,C,B,B,A,A,A,A,D,A,B,A,A,B,B,E,A,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,D,C,B,B,C,B,E,D,A,A,A,B,D,B,C,A,B,A,B,A,A,A,A,A,A,B,C,B,C,D,E,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,C,B,C,B,D,C,A,A,A,C,C,B,C,D,D,E,B,A,A,A,C,A,A,B,C,A,C,E,D,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,A,A,A,E,E,C,B,A,A,C,C,B,D,C,C,E,B,A,A,A,A,A,A,B,C,B,B,E,E,C,F,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,A,B,B,C,C,A,A,A,C,D,B,B,B,E,E,E,A,A,A,A,A,A,B,C,A,C,B,E,C,F,4,4,5,5,6,6,6,6,6,6,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,6
C,D,C,A,B,C,A,D,D,A,A,A,C,D,A,A,A,B,A,C,A,A,A,C,A,A,F,C,B,C,B,E,A,H,5,8,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,6,1,1,6,6,5,4,6,6,5,5,6,6,6,4,5,4,5
C,D,C,A,A,C,A,D,D,A,A,A,D,C,A,A,C,C,E,C,A,A,A,A,A,A,B,C,B,E,B,E,E,H,6,6,5,5,6,6,6,6,6,6,4,3,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,C,C,B,D,C,A,C,A,B,D,D,D,C,D,E,B,A,A,A,A,A,A,B,C,A,C,B,E,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,C,E,D,B,A,A,A,C,E,B,D,E,D,D,B,A,A,A,F,A,A,B,C,A,C,B,E,C,F,6,4,4,6,6,6,3,3,6,6,4,4,6,4,6,6,4,4,6,6,6,3,5,6,6,1,1,6,6,6,3,6,6,6,4,6,6,6,6,6,6,4
C,D,B,B,B,B,D,D,D,A,A,A,B,C,B,C,D,C,E,B,A,A,A,A,A,A,A,A,A,E,E,E,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,D,B,D,D,A,A,A,C,B,B,C,C,C,A,B,A,A,A,A,A,A,B,C,B,B,B,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,C,B,B,B,C,E,D,D,A,A,A,E,E,B,F,D,B,A,B,A,A,A,A,B,A,B,C,A,C,D,E,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,4,3,6,6,5,5,6,6,6,6,6,6,6,6,6,4,6
C,C,B,B,B,C,B,D,C,A,C,A,E,D,C,F,C,C,A,B,A,A,A,A,A,A,B,C,A,A,B,E,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,5,6,8,8,6,6,5,6,6,6,5,6,6,6,6,6,6,5,5
C,D,C,B,B,C,B,D,B,B,A,A,D,E,C,B,C,F,E,G,A,A,A,A,A,A,B,C,A,C,E,A,E,I,6,6,6,5,6,5,6,5,5,5,6,5,6,5,6,6,6,5,6,4,6,4,6,6,6,6,4,5,5,6,5,6,5,6,6,6,4,4,5,5,6,6
E,D,B,B,A,B,B,B,D,B,A,A,D,F,C,C,D,F,E,B,A,A,A,A,A,B,B,B,A,E,E,E,H,C,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
D,C,C,B,B,C,B,A,C,A,A,A,B,C,D,D,A,C,E,H,A,A,A,A,A,A,B,C,B,B,B,A,C,E,5,3,5,4,5,5,7,7,3,5,5,6,6,4,5,4,6,5,5,4,5,5,8,7,6,8,8,6,4,5,5,6,5,3,4,4,4,5,6,5,7,5
C,D,B,B,B,C,B,D,D,B,A,A,D,D,C,B,D,D,E,B,A,A,A,A,A,A,B,K,B,B,C,E,B,F,5,5,4,4,5,6,5,5,4,5,3,4,4,4,6,5,6,5,6,4,5,4,5,7,7,8,8,6,5,4,5,6,6,6,5,4,4,5,6,6,5,5
C,C,A,B,D,B,C,B,D,A,A,A,C,C,B,B,F,C,E,G,A,B,A,A,A,A,B,H,A,B,B,C,B,I,4,5,1,1,4,5,5,6,1,5,4,4,4,4,6,4,6,6,6,4,3,1,4,7,6,4,4,2,1,4,4,6,4,4,3,3,4,2,2,8,8,3
D,C,C,A,A,B,A,D,B,A,A,A,D,D,D,A,C,D,E,G,A,F,A,A,A,A,B,A,A,C,C,A,A,H,6,6,6,6,6,6,5,6,5,6,4,5,5,5,3,4,5,3,5,6,5,5,5,5,5,1,1,4,5,4,5,6,6,4,5,4,4,4,5,5,5,6
C,C,C,A,A,B,A,D,D,E,A,A,C,E,C,B,F,D,E,B,A,A,A,A,D,A,B,B,A,A,C,E,E,E,6,6,5,4,5,6,6,5,5,6,4,6,6,5,6,6,4,6,4,6,4,4,5,5,6,4,4,4,6,5,5,6,4,6,4,6,4,5,2,5,5,4
C,D,C,B,B,C,D,C,B,A,A,A,D,E,D,A,A,C,E,H,A,A,E,F,A,A,C,A,A,A,B,C,H,F,3,4,4,4,5,4,7,3,7,5,4,4,4,7,5,3,6,6,6,5,4,4,4,7,5,8,5,8,5,6,4,6,5,5,5,5,5,6,8,7,4,6
C,D,C,B,B,D,B,D,D,A,A,A,E,F,D,B,C,C,D,B,A,A,A,A,A,A,B,G,A,A,C,A,E,G,5,5,5,5,5,6,6,6,5,5,6,6,6,5,5,6,5,5,5,4,5,4,5,6,8,3,3,6,5,5,5,6,5,5,5,4,4,6,6,6,5,6
D,D,D,B,B,D,B,B,C,B,A,A,B,B,C,C,B,F,E,G,A,A,A,C,A,A,F,F,B,C,C,A,A,F,6,6,4,4,6,6,6,6,4,6,6,5,6,3,6,6,4,5,5,2,3,3,5,7,6,6,2,3,6,2,3,6,6,6,2,3,5,6,1,6,6,6
D,D,B,D,D,D,B,D,D,A,A,A,D,C,B,C,B,C,E,G,A,B,A,A,A,A,A,C,B,E,E,A,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,4,4,7,5,1,1,5,5,5,4,6,6,6,6,6,6,6,6,6,6,6
C,E,C,A,A,A,A,D,B,A,A,A,E,D,B,F,E,D,D,B,F,A,A,A,B,A,B,C,A,E,B,A,C,C,5,5,5,5,5,6,6,6,6,6,5,5,6,4,6,5,6,6,6,6,6,5,6,7,6,4,4,2,5,6,5,6,6,6,6,6,6,6,6,6,6,6
C,C,C,B,B,C,B,D,C,A,A,A,F,D,B,D,E,D,E,B,A,A,A,A,B,A,B,A,A,E,C,C,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E,E,C,B,D,B,B,D,C,A,A,A,E,D,B,E,C,D,E,B,A,A,A,A,E,A,A,C,A,C,D,E,A,C,4,2,4,2,4,2,5,6,6,5,2,2,6,4,6,6,1,2,1,1,4,2,5,7,5,8,1,6,3,5,4,6,6,6,6,6,6,6,8,5,1,1
B,C,C,A,A,C,D,D,B,A,A,A,D,B,B,C,A,C,B,G,A,A,A,E,A,A,A,A,B,E,E,A,A,H,5,7,5,5,5,6,6,6,6,6,6,6,5,5,6,6,5,6,6,6,5,3,6,7,5,6,6,6,5,4,5,4,5,5,6,6,5,6,5,6,6,6
C,E,A,C,B,C,A,D,C,B,A,A,E,E,C,C,B,B,A,B,A,B,A,A,B,A,C,C,A,B,E,A,H,C,4,4,4,4,4,3,3,4,5,5,5,5,5,3,5,6,5,3,2,2,3,3,3,2,6,3,3,3,5,3,6,6,5,3,2,3,3,5,5,4,2,5
D,C,B,A,A,C,B,D,C,A,A,A,C,F,B,D,C,E,E,G,A,A,A,A,A,A,B,C,A,C,C,D,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,8,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,C,B,B,C,B,D,D,A,A,A,E,D,B,F,E,E,E,B,A,A,A,A,A,B,B,C,A,A,C,E,E,F,5,5,5,5,4,5,5,4,6,6,5,5,4,6,6,6,6,6,6,6,5,5,6,6,6,4,4,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6
B,D,C,A,C,C,B,D,C,A,A,A,C,F,B,C,E,C,E,H,A,A,A,A,A,A,B,A,A,C,B,A,E,C,6,5,5,6,6,6,6,6,6,6,6,5,4,5,6,6,6,6,5,6,6,6,5,5,6,6,6,6,5,6,5,6,6,6,4,6,5,6,5,6,6,6
C,D,C,A,B,B,B,D,C,A,A,A,E,D,B,C,C,A,A,C,A,D,A,A,A,A,A,A,A,B,C,E,E,H,6,6,6,6,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
D,D,B,B,B,C,B,C,D,A,A,A,D,B,A,A,B,F,E,G,A,A,A,A,D,A,A,C,B,C,C,E,H,I,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,8,5,5,5,5,5,8,8,6,5,5,5,6,5,6,5,5,5,5,5,5,5,5
C,D,C,B,B,C,B,C,D,A,A,A,D,E,B,B,E,C,A,B,A,B,A,A,B,A,B,C,A,C,C,E,E,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,D,C,B,B,B,E,E,D,A,A,A,C,E,B,E,C,A,A,E,A,B,A,A,A,A,A,A,A,D,C,D,E,F,6,6,6,5,6,6,5,5,6,6,6,5,6,6,6,6,6,6,5,6,5,6,6,5,6,5,5,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6
D,D,B,C,B,C,B,D,C,A,A,A,D,B,B,C,F,C,E,B,A,A,A,A,B,A,A,A,A,E,E,A,E,C,4,6,5,4,5,6,6,6,3,6,6,6,6,6,6,6,6,6,3,1,5,6,6,5,6,1,1,6,4,4,3,6,5,4,5,5,4,1,1,3,4,3
B,C,A,A,B,B,A,C,E,A,A,A,D,D,B,D,C,C,D,H,A,A,A,A,B,A,D,G,B,C,D,A,A,C,3,2,4,3,6,5,5,5,6,5,5,8,5,5,6,6,4,5,5,8,4,4,4,7,8,5,2,6,5,5,4,6,6,6,4,6,6,5,5,5,3,5
C,C,B,B,B,C,B,E,C,A,A,A,D,C,B,D,F,C,E,B,A,A,A,A,B,A,B,G,A,A,B,A,E,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,B,B,C,B,D,D,A,A,A,E,D,B,B,B,C,A,C,A,B,A,E,A,A,F,G,A,C,D,D,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,D,E,C,A,C,C,E,A,A,B,D,C,C,E,F,E,B,A,A,A,A,A,A,B,C,B,B,B,D,E,F,5,6,6,5,6,5,5,5,4,6,5,6,6,5,6,6,4,4,5,4,5,6,6,5,6,4,4,6,6,5,6,6,5,4,5,6,6,6,6,5,5,6
D,D,C,A,A,A,E,E,C,A,A,A,E,D,B,F,D,C,A,B,A,A,A,A,B,B,B,A,B,D,E,A,A,F,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,B,C,B,D,D,B,A,A,F,E,C,B,E,E,E,B,A,A,A,A,B,B,A,A,A,E,E,E,E,C,5,6,5,5,6,6,6,6,6,6,5,5,3,6,6,5,6,6,6,3,5,5,4,7,7,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6
C,E,C,C,C,C,B,C,D,A,A,A,C,E,C,B,F,C,C,H,A,B,A,A,B,A,A,A,A,B,D,C,E,F,5,5,5,5,6,6,6,6,5,6,5,5,5,5,6,5,5,6,5,5,5,5,5,5,6,6,5,6,5,5,5,6,6,6,6,5,5,5,6,5,5,6
C,C,D,B,B,C,A,D,B,A,A,A,F,F,A,A,A,D,A,B,A,A,A,A,B,A,A,A,A,B,A,A,H,C,5,5,2,4,4,4,2,2,3,3,2,3,4,5,6,3,5,5,5,8,5,5,5,5,5,8,4,5,5,5,5,5,5,5,5,5,5,5,8,3,5,4
C,D,B,A,A,C,B,D,D,A,A,A,B,C,A,A,D,C,E,G,A,A,A,A,A,A,A,B,B,A,D,E,E,F,4,4,6,5,6,4,6,5,5,6,6,5,5,4,6,5,6,6,6,6,6,6,6,6,6,4,4,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6
C,D,C,B,C,C,B,D,C,A,A,A,C,D,A,A,A,C,E,C,A,A,A,A,A,A,C,A,A,B,B,E,E,A,6,6,5,5,5,5,6,5,4,5,5,5,8,6,6,5,5,6,6,5,5,5,5,8,6,8,8,5,5,5,6,6,6,6,6,6,6,6,8,5,5,8
D,D,D,B,B,C,B,D,D,A,A,A,B,D,B,D,B,E,E,C,A,B,A,D,A,A,G,C,B,A,C,D,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
C,D,C,A,A,B,E,D,C,A,A,A,D,E,A,A,D,D,E,B,A,A,A,A,B,A,A,K,A,A,A,E,E,C,3,6,6,6,6,6,4,6,2,6,2,5,6,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,5,5,5,6,6,6
C,C,C,B,B,C,B,D,C,A,A,A,C,B,A,A,D,C,E,B,A,A,A,A,A,A,A,G,B,C,E,A,E,C,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
C,C,C,B,B,C,B,C,C,A,A,A,F,F,B,C,E,C,E,B,A,A,A,A,B,A,B,C,A,E,A,A,E,F,4,4,6,4,6,6,5,4,4,3,6,6,6,4,6,6,3,4,6,4,2,2,4,6,8,6,8,6,3,6,8,6,6,6,6,6,6,6,6,3,6,6
C,E,C,A,B,C,A,D,C,A,A,A,C,D,B,B,B,E,E,G,A,A,A,A,A,A,B,C,A,A,C,E,H,H,3,6,6,6,6,6,6,4,4,6,4,4,5,2,6,6,6,6,6,2,6,5,5,7,6,4,4,6,6,5,6,6,6,6,6,6,6,6,6,4,6,6
B,E,C,A,B,C,B,D,B,A,A,A,A,C,B,C,D,E,E,G,A,B,A,A,A,A,A,B,A,C,C,D,C,C,4,4,5,5,4,6,5,5,5,5,5,5,6,5,5,5,6,6,6,4,5,5,5,5,4,4,6,6,6,6,6,6,6,6,4,5,4,6,6,5,5,6
D,D,B,A,A,B,B,D,B,B,A,A,D,F,C,B,C,F,E,H,A,A,A,A,B,D,B,C,A,C,A,E,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
